timestamp,yaw,pitch,distance,distance_noise,x_noise,y_noise,z_noise,object_id,color,color.1,color.2,id,x,y,z
0.077,4.853,-0.434,3.384,3.296,2.96,0.418,-1.387,22081.0,204.0,204.0,204.0,0.0,3.039,0.429,3.576
0.077,4.856,-0.434,3.361,3.23,2.9,0.418,-1.36,22081.0,204.0,204.0,204.0,0.0,3.017,0.435,3.585
0.077,4.859,-0.434,3.338,3.268,2.933,0.432,-1.376,22081.0,204.0,204.0,204.0,0.0,2.995,0.441,3.5949999999999998
0.077,4.862,-0.434,3.315,3.285,2.947,0.443,-1.383,22081.0,204.0,204.0,204.0,0.0,2.974,0.447,3.604
0.077,4.865,-0.434,3.298,3.239,2.904,0.446,-1.363,22081.0,204.0,204.0,204.0,0.0,2.957,0.454,3.612
0.077,4.865,-0.423,3.452,3.513,3.165,0.486,-1.443,22081.0,204.0,204.0,204.0,0.0,3.111,0.478,3.581
0.077,4.868,-0.434,3.292,3.227,2.892,0.453,-1.358,22081.0,204.0,204.0,204.0,0.0,2.951,0.462,3.614
0.077,4.868,-0.423,3.428,3.475,3.13,0.49,-1.428,22081.0,204.0,204.0,204.0,0.0,3.088,0.483,3.591
0.078,4.871,-0.434,3.287,3.188,2.856,0.456,-1.342,22081.0,204.0,204.0,204.0,0.0,2.944,0.47,3.616
0.078,4.871,-0.423,3.404,3.459,3.114,0.497,-1.421,22081.0,204.0,204.0,204.0,0.0,3.065,0.489,3.601
0.078,4.874,-0.434,3.282,3.161,2.83,0.461,-1.331,22081.0,204.0,204.0,204.0,0.0,2.938,0.478,3.6189999999999998
0.078,4.874,-0.423,3.381,3.482,3.133,0.51,-1.431,22081.0,204.0,204.0,204.0,0.0,3.042,0.495,3.6109999999999998
0.078,4.874,-0.414,3.517,3.572,3.227,0.525,-1.438,22081.0,204.0,204.0,204.0,0.0,3.177,0.517,3.584
0.078,4.877,-0.434,3.276,3.189,2.854,0.473,-1.342,22081.0,204.0,204.0,204.0,0.0,2.932,0.486,3.621
