timestamp,yaw,pitch,distance,distance_noise,x_noise,y_noise,z_noise,object_id,color,color.1,color.2,id,x,y,z
0.08,5.049,-0.361,8.02,7.967,7.036,2.46,-2.811,22081.0,204.0,204.0,204.0,0.0,7.084,2.476,2.17
0.08,5.049,-0.349,7.977,7.918,7.023,2.455,-2.71,22081.0,204.0,204.0,204.0,0.0,7.075,2.473,2.27
0.08,5.049,-0.339,7.943,7.998,7.12,2.489,-2.66,22081.0,204.0,204.0,204.0,0.0,7.071,2.472,2.359
0.08,5.049,-0.333,7.926,7.908,7.054,2.466,-2.588,22081.0,204.0,204.0,204.0,0.0,7.07,2.471,2.406
0.08,5.049,-0.326,7.904,7.847,7.018,2.453,-2.509,22081.0,204.0,204.0,204.0,0.0,7.07,2.471,2.472
0.08,5.049,-0.317,7.883,7.846,7.038,2.46,-2.445,22081.0,204.0,204.0,204.0,0.0,7.071,2.472,2.544
0.08,5.049,-0.307,7.863,7.747,6.971,2.437,-2.341,22081.0,204.0,204.0,204.0,0.0,7.075,2.473,2.624
0.08,5.052,-0.395,8.063,7.994,6.958,2.456,-3.074,22081.0,72.0,204.0,204.0,0.0,7.019,2.477,1.899
0.08,5.052,-0.388,8.029,7.997,6.981,2.464,-3.024,22081.0,72.0,204.0,204.0,0.0,7.009,2.474,1.964
0.08,5.052,-0.38,7.996,7.945,6.959,2.456,-2.943,22081.0,72.0,204.0,204.0,0.0,7.004,2.472,2.038
0.08,5.052,-0.37,7.962,8.143,7.159,2.527,-2.944,22081.0,72.0,204.0,204.0,0.0,7.0,2.471,2.121
0.08,5.052,-0.361,7.932,7.899,6.97,2.46,-2.788,22081.0,72.0,204.0,204.0,0.0,6.998,2.47,2.201
0.08,5.052,-0.349,7.904,7.914,7.012,2.475,-2.709,22081.0,204.0,204.0,204.0,0.0,7.003,2.472,2.295
0.08,5.052,-0.414,8.197,8.228,7.102,2.507,-3.313,22081.0,72.0,204.0,204.0,0.0,7.076,2.497,1.6989999999999998
0.08,5.052,-0.403,8.114,8.142,7.064,2.493,-3.19,22081.0,72.0,204.0,204.0,0.0,7.04,2.485,1.8210000000000002
0.08,5.052,-0.286,7.747,7.748,7.009,2.474,-2.19,22081.0,204.0,204.0,204.0,0.0,7.008,2.473,2.811
0.08,5.052,-0.28,7.745,7.631,6.916,2.441,-2.105,22081.0,204.0,204.0,204.0,0.0,7.02,2.478,2.863
