timestamp,yaw,pitch,distance,distance_noise,x,y,z,x_noise,y_noise,z_noise,object_id,color,color,color,id
0.083,5.205,-0.071,35.767,35.874,31.427,16.888,-2.542,31.52,16.939,-2.55,22081.0,204.0,204.0,204.0,0.0
0.083,5.205,-0.066,35.7,35.735,31.379,16.862,-2.356,31.409,16.879,-2.359,22081.0,204.0,204.0,204.0,0.0
0.083,5.205,-0.06,35.379,35.432,31.108,16.717,-2.112,31.155,16.742,-2.115,22081.0,204.0,204.0,204.0,0.0
0.083,5.209,-0.119,25.269,25.281,22.065,11.943,-3.003,22.075,11.949,-3.005,22081.0,204.0,204.0,204.0,0.0
0.083,5.209,-0.113,25.194,25.059,22.015,11.916,-2.848,21.896,11.852,-2.833,22081.0,204.0,204.0,204.0,0.0
0.083,5.209,-0.106,25.166,25.235,22.007,11.912,-2.673,22.067,11.944,-2.68,22081.0,204.0,204.0,204.0,0.0
0.083,5.209,-0.102,25.153,25.182,22.005,11.911,-2.56,22.031,11.925,-2.563,22081.0,204.0,204.0,204.0,0.0
0.083,5.209,-0.095,25.14,25.146,22.008,11.912,-2.397,22.014,11.915,-2.398,22081.0,204.0,204.0,204.0,0.0
0.083,5.209,-0.088,25.172,25.187,22.051,11.936,-2.217,22.064,11.943,-2.219,22081.0,204.0,204.0,204.0,0.0
0.083,5.212,-0.124,25.134,25.171,21.898,11.938,-3.113,21.93,11.956,-3.117,22081.0,72.0,204.0,204.0,0.0
0.083,5.212,-0.119,25.108,25.123,21.889,11.933,-2.984,21.902,11.94,-2.986,22081.0,72.0,204.0,204.0,0.0
0.083,5.212,-0.113,25.085,25.037,21.883,11.93,-2.836,21.842,11.908,-2.83,22081.0,72.0,204.0,204.0,0.0
0.083,5.212,-0.106,25.068,25.122,21.885,11.931,-2.663,21.932,11.957,-2.668,22081.0,204.0,204.0,204.0,0.0
0.083,5.212,-0.149,25.302,25.336,21.97,11.977,-3.752,21.999,11.994,-3.757,22081.0,204.0,204.0,204.0,0.0
0.083,5.212,-0.142,25.215,25.245,21.914,11.947,-3.58,21.94,11.961,-3.584,22081.0,204.0,204.0,204.0,0.0
0.083,5.212,-0.102,25.055,25.085,21.884,11.931,-2.55,21.91,11.945,-2.554,22081.0,204.0,204.0,204.0,0.0
0.083,5.212,-0.095,25.038,25.016,21.884,11.931,-2.387,21.864,11.92,-2.385,22081.0,204.0,204.0,204.0,0.0
