timestamp,yaw,pitch,distance,distance_noise,x,y,z,x_noise,y_noise,z_noise,object_id,color,color,color,id
0.026,1.656,-0.434,5.043,4.935,-4.558,-0.388,-2.123,-4.46,-0.38,-2.077,22081.0,204.0,204.0,204.0,0.0
0.026,1.659,-0.434,5.006,4.917,-4.523,-0.399,-2.107,-4.443,-0.392,-2.07,22081.0,204.0,204.0,204.0,0.0
0.026,1.662,-0.434,4.972,4.826,-4.491,-0.41,-2.093,-4.36,-0.398,-2.032,22081.0,204.0,204.0,204.0,0.0
0.026,1.665,-0.434,4.964,4.879,-4.483,-0.423,-2.089,-4.406,-0.415,-2.054,22081.0,204.0,204.0,204.0,0.0
0.027,1.668,-0.434,4.956,4.91,-4.474,-0.435,-2.086,-4.433,-0.431,-2.067,22081.0,204.0,204.0,204.0,0.0
0.027,1.668,-0.423,5.176,5.192,-4.697,-0.457,-2.127,-4.711,-0.459,-2.134,22081.0,204.0,204.0,204.0,0.0
0.027,1.671,-0.434,4.948,4.877,-4.466,-0.448,-2.083,-4.402,-0.442,-2.053,22081.0,204.0,204.0,204.0,0.0
0.027,1.671,-0.423,5.136,5.215,-4.659,-0.468,-2.111,-4.73,-0.475,-2.143,22081.0,204.0,204.0,204.0,0.0
0.027,1.674,-0.434,4.94,4.863,-4.457,-0.461,-2.079,-4.388,-0.454,-2.047,22081.0,204.0,204.0,204.0,0.0
0.027,1.674,-0.423,5.097,5.085,-4.622,-0.478,-2.094,-4.611,-0.477,-2.089,22081.0,204.0,204.0,204.0,0.0
0.027,1.677,-0.434,4.932,4.845,-4.448,-0.474,-2.076,-4.37,-0.465,-2.039,22081.0,204.0,204.0,204.0,0.0
0.027,1.677,-0.423,5.087,5.203,-4.612,-0.491,-2.09,-4.717,-0.502,-2.138,22081.0,204.0,204.0,204.0,0.0
0.027,1.68,-0.434,4.924,4.834,-4.44,-0.486,-2.073,-4.359,-0.477,-2.035,22081.0,204.0,204.0,204.0,0.0
0.027,1.68,-0.423,5.078,5.163,-4.602,-0.504,-2.087,-4.679,-0.512,-2.122,22081.0,204.0,204.0,204.0,0.0
0.027,1.68,-0.414,5.259,5.276,-4.785,-0.524,-2.118,-4.801,-0.526,-2.125,22081.0,204.0,204.0,204.0,0.0
0.027,1.683,-0.434,4.92,4.823,-4.435,-0.499,-2.071,-4.348,-0.489,-2.03,22081.0,204.0,204.0,204.0,0.0
0.027,1.683,-0.423,5.07,5.169,-4.593,-0.517,-2.083,-4.683,-0.527,-2.124,22081.0,204.0,204.0,204.0,0.0
0.027,1.683,-0.414,5.218,5.253,-4.746,-0.534,-2.101,-4.778,-0.538,-2.115,22081.0,204.0,204.0,204.0,0.0
0.027,1.686,-0.434,4.917,4.81,-4.431,-0.512,-2.07,-4.334,-0.501,-2.025,22081.0,204.0,204.0,204.0,0.0
0.027,1.686,-0.423,5.062,5.121,-4.584,-0.53,-2.08,-4.638,-0.536,-2.105,22081.0,204.0,204.0,204.0,0.0
0.027,1.686,-0.414,5.195,5.296,-4.724,-0.546,-2.092,-4.816,-0.557,-2.133,22081.0,204.0,204.0,204.0,0.0
0.027,1.689,-0.434,4.914,4.805,-4.427,-0.525,-2.069,-4.328,-0.514,-2.023,22081.0,204.0,204.0,204.0,0.0
0.027,1.689,-0.423,5.053,5.086,-4.575,-0.543,-2.076,-4.605,-0.546,-2.09,22081.0,204.0,204.0,204.0,0.0
0.027,1.689,-0.414,5.186,5.207,-4.714,-0.559,-2.088,-4.733,-0.562,-2.097,22081.0,204.0,204.0,204.0,0.0
0.027,1.692,-0.434,4.911,4.87,-4.422,-0.538,-2.067,-4.385,-0.534,-2.05,22081.0,204.0,204.0,204.0,0.0
0.027,1.692,-0.423,5.045,5.188,-4.565,-0.556,-2.073,-4.695,-0.572,-2.132,22081.0,204.0,204.0,204.0,0.0
0.027,1.692,-0.414,5.177,5.206,-4.704,-0.573,-2.085,-4.73,-0.576,-2.096,22081.0,204.0,204.0,204.0,0.0
0.027,1.692,-0.403,5.425,5.484,-4.955,-0.603,-2.125,-5.009,-0.61,-2.149,22081.0,204.0,204.0,204.0,0.0
0.027,1.695,-0.434,4.909,4.801,-4.418,-0.551,-2.066,-4.322,-0.539,-2.021,22081.0,204.0,204.0,204.0,0.0
0.027,1.695,-0.423,5.041,5.12,-4.56,-0.569,-2.071,-4.632,-0.578,-2.104,22081.0,204.0,204.0,204.0,0.0
0.027,1.695,-0.414,5.169,5.206,-4.695,-0.586,-2.081,-4.729,-0.59,-2.096,22081.0,204.0,204.0,204.0,0.0
0.027,1.695,-0.403,5.381,5.418,-4.912,-0.613,-2.108,-4.946,-0.617,-2.123,22081.0,204.0,204.0,204.0,0.0
0.027,1.698,-0.434,4.906,4.791,-4.414,-0.564,-2.065,-4.311,-0.551,-2.017,22081.0,204.0,204.0,204.0,0.0
0.027,1.698,-0.423,5.038,5.143,-4.555,-0.582,-2.07,-4.65,-0.595,-2.113,22081.0,204.0,204.0,204.0,0.0
0.027,1.698,-0.414,5.16,5.176,-4.685,-0.599,-2.078,-4.7,-0.601,-2.084,22081.0,204.0,204.0,204.0,0.0
0.027,1.698,-0.403,5.344,5.439,-4.877,-0.624,-2.094,-4.964,-0.635,-2.131,22081.0,204.0,204.0,204.0,0.0
0.027,1.701,-0.395,5.521,5.52,-5.053,-0.662,-2.123,-5.053,-0.662,-2.123,22081.0,204.0,204.0,204.0,0.0
0.027,1.701,-0.434,4.903,4.88,-4.41,-0.577,-2.064,-4.389,-0.575,-2.054,22081.0,204.0,204.0,204.0,0.0
0.027,1.701,-0.423,5.035,5.092,-4.551,-0.596,-2.069,-4.603,-0.603,-2.092,22081.0,204.0,204.0,204.0,0.0
0.027,1.701,-0.414,5.151,5.16,-4.675,-0.612,-2.074,-4.683,-0.613,-2.078,22081.0,204.0,204.0,204.0,0.0
0.027,1.701,-0.403,5.335,5.424,-4.867,-0.637,-2.09,-4.949,-0.648,-2.125,22081.0,204.0,204.0,204.0,0.0
0.027,1.704,-0.395,5.475,5.465,-5.009,-0.671,-2.106,-5.0,-0.67,-2.102,22081.0,204.0,204.0,204.0,0.0
0.027,1.704,-0.434,4.9,4.834,-4.406,-0.59,-2.063,-4.346,-0.582,-2.035,22081.0,204.0,204.0,204.0,0.0
0.027,1.704,-0.423,5.032,5.13,-4.547,-0.609,-2.068,-4.635,-0.621,-2.108,22081.0,204.0,204.0,204.0,0.0
0.027,1.704,-0.414,5.145,5.2,-4.668,-0.625,-2.072,-4.718,-0.632,-2.094,22081.0,204.0,204.0,204.0,0.0
0.027,1.704,-0.403,5.325,5.38,-4.856,-0.651,-2.086,-4.907,-0.657,-2.108,22081.0,204.0,204.0,204.0,0.0
0.027,1.707,-0.395,5.443,5.428,-4.978,-0.682,-2.093,-4.964,-0.68,-2.088,22081.0,204.0,204.0,204.0,0.0
0.027,1.707,-0.434,4.897,4.766,-4.401,-0.603,-2.061,-4.284,-0.587,-2.006,22081.0,204.0,204.0,204.0,0.0
0.027,1.707,-0.423,5.029,5.13,-4.542,-0.623,-2.066,-4.633,-0.635,-2.108,22081.0,204.0,204.0,204.0,0.0
0.027,1.707,-0.414,5.142,5.172,-4.663,-0.639,-2.071,-4.69,-0.643,-2.083,22081.0,204.0,204.0,204.0,0.0
0.027,1.707,-0.403,5.316,5.409,-4.845,-0.664,-2.083,-4.931,-0.676,-2.119,22081.0,204.0,204.0,204.0,0.0
0.027,1.71,-0.395,5.433,5.468,-4.966,-0.696,-2.089,-4.999,-0.701,-2.103,22081.0,204.0,204.0,204.0,0.0
0.027,1.71,-0.388,5.608,5.543,-5.142,-0.721,-2.121,-5.082,-0.712,-2.096,22081.0,204.0,204.0,204.0,0.0
0.027,1.71,-0.434,4.896,4.819,-4.398,-0.616,-2.061,-4.329,-0.607,-2.029,22081.0,204.0,204.0,204.0,0.0
0.027,1.71,-0.423,5.026,5.094,-4.537,-0.636,-2.065,-4.599,-0.645,-2.093,22081.0,204.0,204.0,204.0,0.0
0.027,1.71,-0.414,5.139,5.189,-4.659,-0.653,-2.069,-4.704,-0.659,-2.09,22081.0,204.0,204.0,204.0,0.0
0.027,1.71,-0.403,5.306,5.319,-4.835,-0.678,-2.079,-4.846,-0.679,-2.084,22081.0,204.0,204.0,204.0,0.0
0.027,1.713,-0.395,5.423,5.388,-4.955,-0.71,-2.086,-4.923,-0.705,-2.072,22081.0,204.0,204.0,204.0,0.0
0.027,1.713,-0.388,5.547,5.568,-5.083,-0.728,-2.097,-5.103,-0.731,-2.105,22081.0,204.0,204.0,204.0,0.0
0.027,1.713,-0.434,4.895,4.787,-4.396,-0.63,-2.061,-4.298,-0.616,-2.015,22081.0,204.0,204.0,204.0,0.0
0.027,1.713,-0.423,5.023,5.079,-4.533,-0.649,-2.064,-4.583,-0.656,-2.087,22081.0,204.0,204.0,204.0,0.0
0.027,1.713,-0.414,5.136,5.191,-4.654,-0.667,-2.068,-4.704,-0.674,-2.09,22081.0,204.0,204.0,204.0,0.0
0.027,1.713,-0.403,5.297,5.366,-4.824,-0.691,-2.075,-4.887,-0.7,-2.102,22081.0,204.0,204.0,204.0,0.0
0.027,1.716,-0.395,5.413,5.426,-4.944,-0.723,-2.082,-4.956,-0.725,-2.087,22081.0,204.0,204.0,204.0,0.0
0.027,1.716,-0.388,5.531,5.523,-5.067,-0.741,-2.091,-5.059,-0.74,-2.088,22081.0,204.0,204.0,204.0,0.0
0.027,1.716,-0.434,4.894,4.826,-4.393,-0.643,-2.06,-4.331,-0.634,-2.031,22081.0,204.0,204.0,204.0,0.0
0.027,1.716,-0.423,5.02,5.13,-4.528,-0.662,-2.063,-4.628,-0.677,-2.108,22081.0,204.0,204.0,204.0,0.0
0.027,1.716,-0.414,5.133,5.17,-4.649,-0.68,-2.067,-4.682,-0.685,-2.082,22081.0,204.0,204.0,204.0,0.0
