timestamp,yaw,pitch,distance,distance_noise,x,y,z,x_noise,y_noise,z_noise,object_id,color,color,color,id
0.083,5.184,-0.149,14.69,14.746,12.939,6.605,-2.178,12.989,6.631,-2.187,22081.0,204.0,204.0,204.0,0.0
0.083,5.184,-0.142,14.745,14.79,13.0,6.636,-2.093,13.039,6.656,-2.1,22081.0,204.0,204.0,204.0,0.0
0.083,5.184,-0.198,14.797,14.7,12.921,6.596,-2.912,12.837,6.553,-2.893,22081.0,72.0,204.0,204.0,0.0
0.083,5.184,-0.188,14.77,14.825,12.923,6.597,-2.762,12.971,6.622,-2.772,22081.0,204.0,204.0,204.0,0.0
0.083,5.184,-0.18,14.744,14.734,12.919,6.595,-2.645,12.91,6.59,-2.643,22081.0,204.0,204.0,204.0,0.0
0.083,5.184,-0.172,14.72,14.722,12.918,6.594,-2.514,12.92,6.595,-2.515,22081.0,204.0,204.0,204.0,0.0
0.083,5.184,-0.164,14.704,14.586,12.921,6.596,-2.396,12.817,6.543,-2.377,22081.0,204.0,204.0,204.0,0.0
0.083,5.184,-0.155,14.692,14.651,12.929,6.6,-2.27,12.892,6.581,-2.264,22081.0,204.0,204.0,204.0,0.0
0.083,5.184,-0.216,14.922,14.968,12.982,6.627,-3.197,13.022,6.647,-3.207,22081.0,72.0,204.0,204.0,0.0
0.083,5.184,-0.209,14.853,14.917,12.941,6.606,-3.08,12.997,6.635,-3.094,22081.0,72.0,204.0,204.0,0.0
0.083,5.187,-0.124,14.619,14.624,12.9,6.634,-1.811,12.905,6.637,-1.811,22081.0,204.0,204.0,204.0,0.0
0.083,5.187,-0.119,14.629,14.665,12.917,6.643,-1.739,12.949,6.659,-1.743,22081.0,204.0,204.0,204.0,0.0
0.083,5.187,-0.113,14.643,14.552,12.939,6.654,-1.655,12.858,6.612,-1.645,22081.0,204.0,204.0,204.0,0.0
0.083,5.187,-0.106,14.667,14.73,12.97,6.67,-1.558,13.025,6.699,-1.565,22081.0,204.0,204.0,204.0,0.0
0.083,5.187,-0.149,14.61,14.609,12.849,6.608,-2.167,12.848,6.608,-2.167,22081.0,204.0,204.0,204.0,0.0
0.083,5.187,-0.142,14.604,14.62,12.855,6.611,-2.073,12.87,6.619,-2.075,22081.0,204.0,204.0,204.0,0.0
0.083,5.187,-0.102,14.755,14.817,13.053,6.713,-1.502,13.109,6.742,-1.508,22081.0,204.0,204.0,204.0,0.0
0.083,5.187,-0.095,25.26,25.263,22.361,11.5,-2.408,22.364,11.501,-2.409,22081.0,204.0,204.0,204.0,0.0
0.083,5.187,-0.137,14.601,14.608,12.863,6.615,-1.995,12.869,6.618,-1.996,22081.0,204.0,204.0,204.0,0.0
0.083,5.187,-0.131,14.604,14.594,12.876,6.622,-1.914,12.867,6.617,-1.912,22081.0,204.0,204.0,204.0,0.0
0.083,5.187,-0.088,25.138,25.147,22.268,11.452,-2.214,22.276,11.456,-2.215,22081.0,204.0,204.0,204.0,0.0
