timestamp,yaw,pitch,distance,distance_noise,x,y,z,x_noise,y_noise,z_noise,object_id,color,color,color,id
0.082,5.166,-0.286,10.17,10.181,8.768,4.277,-2.874,8.777,4.282,-2.877,22081.0,204.0,204.0,204.0,0.0
0.082,5.166,-0.28,10.136,10.075,8.756,4.272,-2.796,8.704,4.246,-2.78,22081.0,204.0,204.0,204.0,0.0
0.082,5.166,-0.27,10.105,10.127,8.752,4.27,-2.699,8.771,4.279,-2.705,22081.0,204.0,204.0,204.0,0.0
0.082,5.166,-0.262,10.079,10.06,8.749,4.269,-2.611,8.733,4.26,-2.606,22081.0,204.0,204.0,204.0,0.0
0.082,5.166,-0.252,10.054,9.998,8.749,4.268,-2.512,8.701,4.245,-2.498,22081.0,204.0,204.0,204.0,0.0
0.082,5.166,-0.241,10.029,10.094,8.752,4.27,-2.397,8.809,4.298,-2.413,22081.0,204.0,204.0,204.0,0.0
0.082,5.166,-0.231,10.024,10.005,8.77,4.279,-2.294,8.754,4.271,-2.29,22081.0,204.0,204.0,204.0,0.0
0.082,5.166,-0.225,10.054,10.056,8.808,4.297,-2.244,8.81,4.298,-2.244,22081.0,204.0,204.0,204.0,0.0
0.082,5.169,-0.198,9.928,9.822,8.736,4.295,-1.954,8.642,4.248,-1.933,22081.0,204.0,204.0,204.0,0.0
0.082,5.169,-0.188,9.97,10.026,8.789,4.321,-1.864,8.839,4.345,-1.875,22081.0,204.0,204.0,204.0,0.0
0.082,5.169,-0.286,10.079,10.07,8.677,4.265,-2.848,8.669,4.262,-2.845,22081.0,72.0,204.0,204.0,0.0
0.082,5.169,-0.28,10.064,9.96,8.681,4.268,-2.776,8.591,4.224,-2.748,22081.0,204.0,204.0,204.0,0.0
0.082,5.169,-0.339,10.33,10.349,8.743,4.298,-3.435,8.759,4.306,-3.442,22081.0,204.0,204.0,204.0,0.0
0.082,5.169,-0.333,10.313,10.307,8.745,4.299,-3.375,8.741,4.297,-3.373,22081.0,204.0,204.0,204.0,0.0
0.082,5.169,-0.27,10.036,10.053,8.679,4.267,-2.681,8.694,4.274,-2.686,22081.0,204.0,204.0,204.0,0.0
0.082,5.169,-0.262,10.012,9.945,8.678,4.266,-2.594,8.62,4.238,-2.576,22081.0,204.0,204.0,204.0,0.0
0.082,5.169,-0.326,10.264,10.228,8.727,4.29,-3.282,8.697,4.276,-3.271,22081.0,72.0,204.0,204.0,0.0
0.082,5.169,-0.317,10.211,10.155,8.708,4.281,-3.182,8.66,4.257,-3.164,22081.0,72.0,204.0,204.0,0.0
0.082,5.169,-0.252,9.986,9.993,8.678,4.266,-2.495,8.683,4.269,-2.496,22081.0,204.0,204.0,204.0,0.0
0.082,5.169,-0.241,9.958,10.037,8.678,4.266,-2.38,8.747,4.3,-2.399,22081.0,204.0,204.0,204.0,0.0
0.082,5.169,-0.307,10.157,10.092,8.688,4.271,-3.07,8.633,4.244,-3.05,22081.0,72.0,204.0,204.0,0.0
0.082,5.169,-0.297,10.114,10.278,8.68,4.267,-2.956,8.821,4.336,-3.004,22081.0,72.0,204.0,204.0,0.0
0.082,5.169,-0.231,9.935,9.876,8.679,4.267,-2.274,8.628,4.241,-2.26,22081.0,204.0,204.0,204.0,0.0
0.082,5.169,-0.225,9.925,9.971,8.683,4.268,-2.215,8.723,4.288,-2.226,22081.0,204.0,204.0,204.0,0.0
0.082,5.169,-0.216,9.921,9.994,8.697,4.275,-2.126,8.761,4.307,-2.141,22081.0,204.0,204.0,204.0,0.0
0.082,5.169,-0.209,9.922,9.965,8.711,4.282,-2.058,8.749,4.301,-2.067,22081.0,204.0,204.0,204.0,0.0
0.082,5.172,-0.149,10.0,9.985,8.862,4.39,-1.483,8.848,4.383,-1.481,22081.0,204.0,204.0,204.0,0.0
0.082,5.172,-0.198,9.867,9.738,8.668,4.294,-1.942,8.556,4.238,-1.917,22081.0,204.0,204.0,204.0,0.0
0.082,5.172,-0.188,9.861,9.915,8.681,4.3,-1.844,8.728,4.324,-1.854,22081.0,204.0,204.0,204.0,0.0
0.082,5.172,-0.361,10.38,10.365,8.703,4.311,-3.663,8.69,4.305,-3.658,22081.0,204.0,204.0,204.0,0.0
0.082,5.172,-0.349,10.3,10.308,8.672,4.296,-3.526,8.679,4.299,-3.528,22081.0,204.0,204.0,204.0,0.0
0.082,5.172,-0.286,10.055,10.045,8.643,4.281,-2.841,8.634,4.277,-2.839,22081.0,72.0,204.0,204.0,0.0
0.082,5.172,-0.28,10.038,9.973,8.646,4.283,-2.769,8.589,4.255,-2.751,22081.0,204.0,204.0,204.0,0.0
0.082,5.172,-0.339,10.279,10.343,8.687,4.303,-3.419,8.741,4.33,-3.44,22081.0,204.0,204.0,204.0,0.0
0.082,5.172,-0.333,10.253,10.217,8.682,4.301,-3.355,8.651,4.285,-3.343,22081.0,72.0,204.0,204.0,0.0
0.082,5.172,-0.27,10.011,9.981,8.645,4.282,-2.674,8.619,4.27,-2.666,22081.0,204.0,204.0,204.0,0.0
0.082,5.172,-0.262,9.987,9.986,8.644,4.282,-2.587,8.643,4.281,-2.587,22081.0,204.0,204.0,204.0,0.0
0.082,5.172,-0.326,10.215,10.209,8.673,4.296,-3.267,8.668,4.294,-3.265,22081.0,72.0,204.0,204.0,0.0
0.082,5.172,-0.317,10.174,10.164,8.663,4.291,-3.17,8.655,4.287,-3.167,22081.0,72.0,204.0,204.0,0.0
0.082,5.172,-0.252,9.961,9.973,8.643,4.281,-2.488,8.654,4.287,-2.491,22081.0,204.0,204.0,204.0,0.0
0.082,5.172,-0.241,9.933,10.045,8.643,4.281,-2.374,8.74,4.329,-2.401,22081.0,204.0,204.0,204.0,0.0
0.082,5.172,-0.307,10.13,10.039,8.653,4.286,-3.062,8.575,4.248,-3.034,22081.0,72.0,204.0,204.0,0.0
0.082,5.172,-0.297,10.09,10.224,8.646,4.283,-2.949,8.762,4.34,-2.988,22081.0,72.0,204.0,204.0,0.0
0.082,5.172,-0.18,9.868,9.906,8.699,4.309,-1.77,8.733,4.326,-1.777,22081.0,204.0,204.0,204.0,0.0
0.082,5.172,-0.172,9.878,9.855,8.721,4.32,-1.687,8.702,4.31,-1.683,22081.0,204.0,204.0,204.0,0.0
0.082,5.172,-0.231,9.91,9.878,8.645,4.282,-2.268,8.616,4.268,-2.261,22081.0,204.0,204.0,204.0,0.0
0.082,5.172,-0.225,9.899,9.909,8.647,4.283,-2.209,8.655,4.287,-2.212,22081.0,204.0,204.0,204.0,0.0
0.082,5.172,-0.164,9.89,9.78,8.744,4.331,-1.612,8.647,4.283,-1.594,22081.0,204.0,204.0,204.0,0.0
0.082,5.172,-0.155,9.91,9.857,8.773,4.346,-1.531,8.727,4.323,-1.523,22081.0,204.0,204.0,204.0,0.0
0.082,5.172,-0.216,9.885,9.903,8.652,4.286,-2.118,8.668,4.294,-2.122,22081.0,204.0,204.0,204.0,0.0
0.082,5.172,-0.209,9.876,9.928,8.658,4.289,-2.048,8.703,4.311,-2.059,22081.0,204.0,204.0,204.0,0.0
0.082,5.175,-0.149,9.897,9.881,8.757,4.371,-1.468,8.743,4.364,-1.465,22081.0,204.0,204.0,204.0,0.0
0.082,5.175,-0.142,10.142,10.238,8.983,4.483,-1.44,9.068,4.526,-1.453,22081.0,204.0,204.0,204.0,0.0
0.082,5.175,-0.198,9.843,9.748,8.634,4.31,-1.937,8.552,4.268,-1.919,22081.0,204.0,204.0,204.0,0.0
0.082,5.175,-0.188,9.838,9.896,8.647,4.316,-1.839,8.698,4.341,-1.85,22081.0,204.0,204.0,204.0,0.0
0.082,5.175,-0.37,10.443,10.63,8.712,4.348,-3.776,8.868,4.426,-3.843,22081.0,204.0,204.0,204.0,0.0
0.082,5.175,-0.361,10.335,10.288,8.652,4.318,-3.647,8.613,4.299,-3.631,22081.0,204.0,204.0,204.0,0.0
0.082,5.175,-0.349,10.274,10.239,8.638,4.311,-3.517,8.608,4.296,-3.505,22081.0,204.0,204.0,204.0,0.0
0.082,5.175,-0.286,10.034,10.082,8.612,4.299,-2.835,8.653,4.319,-2.849,22081.0,72.0,204.0,204.0,0.0
0.082,5.175,-0.28,10.017,9.925,8.615,4.3,-2.764,8.536,4.26,-2.738,22081.0,204.0,204.0,204.0,0.0
0.082,5.175,-0.339,10.253,10.332,8.652,4.318,-3.41,8.718,4.352,-3.436,22081.0,72.0,204.0,204.0,0.0
