timestamp,yaw,pitch,distance,distance_noise,x_noise,y_noise,z_noise,object_id,color,color.1,color.2,id,x,y,z
0.026,1.656,-0.434,5.043,4.971,-4.493,-0.383,-2.092,22081.0,204.0,204.0,204.0,0.0,-4.558,-0.388,2.877
0.026,1.659,-0.434,5.006,4.939,-4.462,-0.394,-2.079,22081.0,204.0,204.0,204.0,0.0,-4.523,-0.399,2.893
0.026,1.662,-0.434,4.972,4.92,-4.444,-0.405,-2.071,22081.0,204.0,204.0,204.0,0.0,-4.491,-0.41,2.907
0.026,1.665,-0.434,4.964,4.901,-4.426,-0.417,-2.063,22081.0,204.0,204.0,204.0,0.0,-4.483,-0.423,2.911
0.027,1.668,-0.434,4.956,4.903,-4.426,-0.431,-2.064,22081.0,204.0,204.0,204.0,0.0,-4.474,-0.435,2.914
0.027,1.668,-0.423,5.176,5.227,-4.743,-0.462,-2.148,22081.0,204.0,204.0,204.0,0.0,-4.697,-0.457,2.873
0.027,1.671,-0.434,4.948,4.895,-4.418,-0.443,-2.06,22081.0,204.0,204.0,204.0,0.0,-4.466,-0.448,2.917
0.027,1.671,-0.423,5.136,5.201,-4.718,-0.474,-2.137,22081.0,204.0,204.0,204.0,0.0,-4.659,-0.468,2.889
0.027,1.674,-0.434,4.94,4.857,-4.383,-0.453,-2.045,22081.0,204.0,204.0,204.0,0.0,-4.457,-0.461,2.921
0.027,1.674,-0.423,5.097,5.165,-4.683,-0.484,-2.122,22081.0,204.0,204.0,204.0,0.0,-4.622,-0.478,2.906
0.027,1.677,-0.434,4.932,4.859,-4.382,-0.467,-2.045,22081.0,204.0,204.0,204.0,0.0,-4.448,-0.474,2.924
0.027,1.677,-0.423,5.087,5.17,-4.686,-0.499,-2.124,22081.0,204.0,204.0,204.0,0.0,-4.612,-0.491,2.91
0.027,1.68,-0.434,4.924,4.874,-4.395,-0.481,-2.052,22081.0,204.0,204.0,204.0,0.0,-4.44,-0.486,2.927
0.027,1.68,-0.423,5.078,5.186,-4.699,-0.515,-2.131,22081.0,204.0,204.0,204.0,0.0,-4.602,-0.504,2.913
0.027,1.68,-0.414,5.259,5.275,-4.8,-0.526,-2.124,22081.0,204.0,204.0,204.0,0.0,-4.785,-0.524,2.882
0.027,1.683,-0.434,4.92,4.797,-4.324,-0.487,-2.019,22081.0,204.0,204.0,204.0,0.0,-4.435,-0.499,2.929
0.027,1.683,-0.423,5.07,5.163,-4.677,-0.526,-2.122,22081.0,204.0,204.0,204.0,0.0,-4.593,-0.517,2.917
0.027,1.683,-0.414,5.218,5.311,-4.83,-0.544,-2.138,22081.0,204.0,204.0,204.0,0.0,-4.746,-0.534,2.899
0.027,1.686,-0.434,4.917,4.837,-4.358,-0.504,-2.036,22081.0,204.0,204.0,204.0,0.0,-4.431,-0.512,2.93
0.027,1.686,-0.423,5.062,5.11,-4.627,-0.535,-2.1,22081.0,204.0,204.0,204.0,0.0,-4.584,-0.53,2.92
0.027,1.686,-0.414,5.195,5.211,-4.738,-0.548,-2.098,22081.0,204.0,204.0,204.0,0.0,-4.724,-0.546,2.908
0.027,1.689,-0.434,4.914,4.848,-4.367,-0.518,-2.041,22081.0,204.0,204.0,204.0,0.0,-4.427,-0.525,2.931
0.027,1.689,-0.423,5.053,5.098,-4.615,-0.548,-2.095,22081.0,204.0,204.0,204.0,0.0,-4.575,-0.543,2.924
0.027,1.689,-0.414,5.186,5.213,-4.738,-0.562,-2.099,22081.0,204.0,204.0,204.0,0.0,-4.714,-0.559,2.912
0.027,1.692,-0.434,4.911,4.772,-4.297,-0.523,-2.009,22081.0,204.0,204.0,204.0,0.0,-4.422,-0.538,2.933
0.027,1.692,-0.423,5.045,5.115,-4.629,-0.564,-2.102,22081.0,204.0,204.0,204.0,0.0,-4.565,-0.556,2.927
0.027,1.692,-0.414,5.177,5.194,-4.719,-0.574,-2.091,22081.0,204.0,204.0,204.0,0.0,-4.704,-0.573,2.915
0.027,1.692,-0.403,5.425,5.568,-5.085,-0.619,-2.181,22081.0,204.0,204.0,204.0,0.0,-4.955,-0.603,2.875
0.027,1.695,-0.434,4.909,4.834,-4.351,-0.543,-2.035,22081.0,204.0,204.0,204.0,0.0,-4.418,-0.551,2.934
0.027,1.695,-0.423,5.041,5.094,-4.609,-0.575,-2.093,22081.0,204.0,204.0,204.0,0.0,-4.56,-0.569,2.929
0.027,1.695,-0.414,5.169,5.22,-4.742,-0.592,-2.102,22081.0,204.0,204.0,204.0,0.0,-4.695,-0.586,2.919
0.027,1.695,-0.403,5.381,5.448,-4.974,-0.621,-2.135,22081.0,204.0,204.0,204.0,0.0,-4.912,-0.613,2.892
0.027,1.698,-0.434,4.906,4.844,-4.358,-0.557,-2.039,22081.0,204.0,204.0,204.0,0.0,-4.414,-0.564,2.935
0.027,1.698,-0.423,5.038,5.101,-4.613,-0.59,-2.096,22081.0,204.0,204.0,204.0,0.0,-4.555,-0.582,2.93
0.027,1.698,-0.414,5.16,5.187,-4.71,-0.602,-2.089,22081.0,204.0,204.0,204.0,0.0,-4.685,-0.599,2.922
0.027,1.698,-0.403,5.344,5.445,-4.969,-0.635,-2.133,22081.0,204.0,204.0,204.0,0.0,-4.877,-0.624,2.906
0.027,1.701,-0.395,5.521,5.537,-5.068,-0.663,-2.129,22081.0,204.0,204.0,204.0,0.0,-5.053,-0.662,2.877
0.027,1.701,-0.434,4.903,4.782,-4.301,-0.563,-2.013,22081.0,204.0,204.0,204.0,0.0,-4.41,-0.577,2.936
0.027,1.701,-0.423,5.035,5.052,-4.567,-0.598,-2.076,22081.0,204.0,204.0,204.0,0.0,-4.551,-0.596,2.931
0.027,1.701,-0.414,5.151,5.148,-4.672,-0.612,-2.073,22081.0,204.0,204.0,204.0,0.0,-4.675,-0.612,2.926
0.027,1.701,-0.403,5.335,5.374,-4.903,-0.642,-2.105,22081.0,204.0,204.0,204.0,0.0,-4.867,-0.637,2.91
0.027,1.704,-0.395,5.475,5.429,-4.967,-0.666,-2.088,22081.0,204.0,204.0,204.0,0.0,-5.009,-0.671,2.894
0.027,1.704,-0.434,4.9,4.785,-4.302,-0.576,-2.014,22081.0,204.0,204.0,204.0,0.0,-4.406,-0.59,2.937
0.027,1.704,-0.423,5.032,5.079,-4.589,-0.615,-2.087,22081.0,204.0,204.0,204.0,0.0,-4.547,-0.609,2.932
0.027,1.704,-0.414,5.145,5.22,-4.736,-0.635,-2.102,22081.0,204.0,204.0,204.0,0.0,-4.668,-0.625,2.928
0.027,1.704,-0.403,5.325,5.375,-4.901,-0.657,-2.106,22081.0,204.0,204.0,204.0,0.0,-4.856,-0.651,2.914
0.027,1.707,-0.395,5.443,5.453,-4.987,-0.684,-2.097,22081.0,204.0,204.0,204.0,0.0,-4.978,-0.682,2.907
0.027,1.707,-0.434,4.897,4.829,-4.34,-0.595,-2.033,22081.0,204.0,204.0,204.0,0.0,-4.401,-0.603,2.939
0.027,1.707,-0.423,5.029,5.085,-4.593,-0.63,-2.09,22081.0,204.0,204.0,204.0,0.0,-4.542,-0.623,2.934
0.027,1.707,-0.414,5.142,5.219,-4.733,-0.649,-2.102,22081.0,204.0,204.0,204.0,0.0,-4.663,-0.639,2.929
0.027,1.707,-0.403,5.316,5.386,-4.91,-0.673,-2.11,22081.0,204.0,204.0,204.0,0.0,-4.845,-0.664,2.917
0.027,1.71,-0.395,5.433,5.406,-4.942,-0.693,-2.079,22081.0,204.0,204.0,204.0,0.0,-4.966,-0.696,2.911
0.027,1.71,-0.388,5.608,5.552,-5.09,-0.713,-2.099,22081.0,204.0,204.0,204.0,0.0,-5.142,-0.721,2.879
0.027,1.71,-0.434,4.896,4.774,-4.289,-0.601,-2.01,22081.0,204.0,204.0,204.0,0.0,-4.398,-0.616,2.939
0.027,1.71,-0.423,5.026,5.065,-4.573,-0.641,-2.081,22081.0,204.0,204.0,204.0,0.0,-4.537,-0.636,2.935
0.027,1.71,-0.414,5.139,5.162,-4.68,-0.656,-2.079,22081.0,204.0,204.0,204.0,0.0,-4.659,-0.653,2.931
0.027,1.71,-0.403,5.306,5.358,-4.882,-0.684,-2.099,22081.0,204.0,204.0,204.0,0.0,-4.835,-0.678,2.921
0.027,1.713,-0.395,5.423,5.367,-4.905,-0.702,-2.064,22081.0,204.0,204.0,204.0,0.0,-4.955,-0.71,2.914
0.027,1.713,-0.388,5.547,5.528,-5.066,-0.726,-2.09,22081.0,204.0,204.0,204.0,0.0,-5.083,-0.728,2.903
0.027,1.713,-0.434,4.895,4.794,-4.305,-0.617,-2.018,22081.0,204.0,204.0,204.0,0.0,-4.396,-0.63,2.939
0.027,1.713,-0.423,5.023,5.054,-4.561,-0.653,-2.077,22081.0,204.0,204.0,204.0,0.0,-4.533,-0.649,2.936
0.027,1.713,-0.414,5.136,5.179,-4.692,-0.672,-2.085,22081.0,204.0,204.0,204.0,0.0,-4.654,-0.667,2.932
0.027,1.713,-0.403,5.297,5.402,-4.92,-0.705,-2.117,22081.0,204.0,204.0,204.0,0.0,-4.824,-0.691,2.925
0.027,1.716,-0.395,5.413,5.368,-4.903,-0.717,-2.064,22081.0,204.0,204.0,204.0,0.0,-4.944,-0.723,2.918
0.027,1.716,-0.388,5.531,5.473,-5.014,-0.733,-2.07,22081.0,204.0,204.0,204.0,0.0,-5.067,-0.741,2.909
0.027,1.716,-0.434,4.894,4.808,-4.316,-0.631,-2.024,22081.0,204.0,204.0,204.0,0.0,-4.393,-0.643,2.94
0.027,1.716,-0.423,5.02,5.095,-4.596,-0.672,-2.094,22081.0,204.0,204.0,204.0,0.0,-4.528,-0.662,2.937
0.027,1.716,-0.414,5.133,5.199,-4.709,-0.689,-2.093,22081.0,204.0,204.0,204.0,0.0,-4.649,-0.68,2.933
0.027,1.716,-0.403,5.29,5.414,-4.929,-0.721,-2.121,22081.0,204.0,204.0,204.0,0.0,-4.816,-0.705,2.928
0.027,1.719,-0.395,5.403,5.368,-4.901,-0.732,-2.064,22081.0,204.0,204.0,204.0,0.0,-4.933,-0.737,2.922
0.027,1.719,-0.388,5.521,5.533,-5.066,-0.757,-2.092,22081.0,204.0,204.0,204.0,0.0,-5.055,-0.755,2.912
0.027,1.719,-0.434,4.894,4.775,-4.284,-0.64,-2.01,22081.0,204.0,204.0,204.0,0.0,-4.39,-0.656,2.94
0.027,1.719,-0.423,5.017,5.121,-4.618,-0.69,-2.105,22081.0,204.0,204.0,204.0,0.0,-4.524,-0.676,2.938
0.027,1.719,-0.414,5.13,5.171,-4.682,-0.699,-2.082,22081.0,204.0,204.0,204.0,0.0,-4.644,-0.694,2.934
0.027,1.719,-0.403,5.287,5.364,-4.881,-0.729,-2.102,22081.0,204.0,204.0,204.0,0.0,-4.811,-0.719,2.929
0.027,1.722,-0.395,5.393,5.359,-4.89,-0.746,-2.061,22081.0,204.0,204.0,204.0,0.0,-4.922,-0.75,2.926
0.027,1.722,-0.388,5.511,5.51,-5.042,-0.769,-2.083,22081.0,204.0,204.0,204.0,0.0,-5.043,-0.769,2.916
0.027,1.722,-0.434,4.893,4.857,-4.355,-0.664,-2.044,22081.0,204.0,204.0,204.0,0.0,-4.388,-0.669,2.94
0.027,1.722,-0.423,5.016,5.081,-4.579,-0.698,-2.088,22081.0,204.0,204.0,204.0,0.0,-4.521,-0.689,2.939
0.027,1.722,-0.414,5.127,5.244,-4.745,-0.723,-2.112,22081.0,204.0,204.0,204.0,0.0,-4.639,-0.707,2.936
0.027,1.722,-0.403,5.283,5.35,-4.866,-0.742,-2.096,22081.0,204.0,204.0,204.0,0.0,-4.805,-0.733,2.93
0.027,1.725,-0.395,5.388,5.41,-4.935,-0.768,-2.081,22081.0,204.0,204.0,204.0,0.0,-4.915,-0.764,2.928
0.027,1.725,-0.388,5.501,5.528,-5.057,-0.787,-2.09,22081.0,204.0,204.0,204.0,0.0,-5.032,-0.783,2.92
0.027,1.725,-0.434,4.892,4.843,-4.341,-0.675,-2.039,22081.0,204.0,204.0,204.0,0.0,-4.385,-0.682,2.941
0.027,1.725,-0.423,5.015,5.078,-4.575,-0.712,-2.087,22081.0,204.0,204.0,204.0,0.0,-4.518,-0.703,2.939
0.027,1.725,-0.414,5.124,5.135,-4.645,-0.722,-2.068,22081.0,204.0,204.0,204.0,0.0,-4.634,-0.721,2.937
0.027,1.725,-0.403,5.28,5.304,-4.822,-0.75,-2.078,22081.0,204.0,204.0,204.0,0.0,-4.8,-0.747,2.931
0.028,1.728,-0.395,5.385,5.397,-4.92,-0.781,-2.075,22081.0,204.0,204.0,204.0,0.0,-4.909,-0.779,2.929
0.028,1.728,-0.388,5.49,5.493,-5.023,-0.797,-2.077,22081.0,204.0,204.0,204.0,0.0,-5.02,-0.796,2.924
0.028,1.728,-0.434,4.891,4.849,-4.344,-0.689,-2.041,22081.0,204.0,204.0,204.0,0.0,-4.382,-0.695,2.941
0.028,1.728,-0.423,5.014,5.093,-4.586,-0.728,-2.093,22081.0,204.0,204.0,204.0,0.0,-4.515,-0.716,2.939
0.028,1.728,-0.414,5.121,5.148,-4.654,-0.738,-2.073,22081.0,204.0,204.0,204.0,0.0,-4.629,-0.734,2.938
0.028,1.728,-0.403,5.277,5.423,-4.928,-0.782,-2.125,22081.0,204.0,204.0,204.0,0.0,-4.795,-0.761,2.933
0.028,1.731,-0.395,5.381,5.351,-4.876,-0.789,-2.058,22081.0,204.0,204.0,204.0,0.0,-4.904,-0.793,2.93
0.028,1.731,-0.388,5.482,5.504,-5.03,-0.814,-2.081,22081.0,204.0,204.0,204.0,0.0,-5.01,-0.81,2.927
0.028,1.731,-0.434,4.891,4.796,-4.294,-0.695,-2.019,22081.0,204.0,204.0,204.0,0.0,-4.379,-0.708,2.941
