timestamp,yaw,pitch,distance,distance_noise,x_noise,y_noise,z_noise,object_id,color,color.1,color.2,id,x,y,z
0.082,5.178,-0.198,10.471,10.395,9.105,4.579,-2.046,22081.0,204.0,204.0,204.0,0.0,9.172,4.613,2.939
0.082,5.178,-0.231,10.843,10.793,9.387,4.72,-2.47,22081.0,204.0,204.0,204.0,0.0,9.43,4.742,2.518
0.082,5.178,-0.225,10.813,10.852,9.451,4.753,-2.422,22081.0,204.0,204.0,204.0,0.0,9.417,4.736,2.587
0.082,5.178,-0.216,10.745,10.808,9.431,4.743,-2.316,22081.0,204.0,204.0,204.0,0.0,9.377,4.716,2.698
0.082,5.178,-0.209,10.662,10.659,9.315,4.685,-2.211,22081.0,204.0,204.0,204.0,0.0,9.318,4.686,2.789
0.082,5.181,-0.198,10.364,10.24,8.955,4.538,-2.015,22081.0,204.0,204.0,204.0,0.0,9.064,4.592,2.96
0.082,5.181,-0.231,10.843,10.811,9.387,4.756,-2.474,22081.0,204.0,204.0,204.0,0.0,9.416,4.771,2.519
0.082,5.181,-0.225,10.813,10.818,9.406,4.766,-2.414,22081.0,204.0,204.0,204.0,0.0,9.402,4.764,2.587
0.082,5.181,-0.216,10.745,10.808,9.417,4.771,-2.316,22081.0,204.0,204.0,204.0,0.0,9.362,4.744,2.698
0.082,5.181,-0.209,10.662,10.77,9.398,4.762,-2.234,22081.0,204.0,204.0,204.0,0.0,9.304,4.714,2.789
0.083,5.184,-0.198,10.258,10.122,8.839,4.512,-1.992,22081.0,204.0,204.0,204.0,0.0,8.958,4.573,2.981
0.083,5.184,-0.231,10.842,10.874,9.428,4.813,-2.489,22081.0,204.0,204.0,204.0,0.0,9.4,4.799,2.519
0.083,5.184,-0.225,10.812,10.854,9.423,4.81,-2.423,22081.0,204.0,204.0,204.0,0.0,9.387,4.792,2.587
0.083,5.184,-0.216,10.744,10.786,9.383,4.79,-2.311,22081.0,204.0,204.0,204.0,0.0,9.347,4.771,2.698
0.083,5.184,-0.209,10.661,10.743,9.36,4.778,-2.228,22081.0,204.0,204.0,204.0,0.0,9.289,4.742,2.789
0.083,5.187,-0.198,10.113,10.058,8.769,4.51,-1.98,22081.0,204.0,204.0,204.0,0.0,8.818,4.535,3.009
0.083,5.187,-0.231,10.841,10.752,9.308,4.787,-2.461,22081.0,204.0,204.0,204.0,0.0,9.385,4.826,2.519
0.083,5.187,-0.225,10.811,10.835,9.392,4.83,-2.418,22081.0,204.0,204.0,204.0,0.0,9.371,4.819,2.587
0.083,5.187,-0.216,10.743,10.782,9.366,4.817,-2.31,22081.0,204.0,204.0,204.0,0.0,9.331,4.799,2.698
0.083,5.187,-0.209,10.659,10.682,9.293,4.779,-2.215,22081.0,204.0,204.0,204.0,0.0,9.273,4.769,2.79
0.083,5.19,-0.198,9.846,9.75,8.488,4.398,-1.919,22081.0,204.0,204.0,204.0,0.0,8.572,4.441,3.0620000000000003
0.083,5.19,-0.434,4.956,4.861,3.915,2.028,-2.046,22081.0,22.0,47.0,204.0,0.0,3.991,2.068,2.914
