timestamp,yaw,pitch,distance,distance_noise,x_noise,y_noise,z_noise,object_id,color,color.1,color.2,id,x,y,z
0.082,5.172,-0.231,9.576,9.523,8.307,4.115,-2.179,22081.0,204.0,204.0,204.0,0.0,8.353,4.138,2.808
0.082,5.172,-0.225,9.583,9.573,8.362,4.142,-2.137,22081.0,204.0,204.0,204.0,0.0,8.37,4.146,2.861
0.082,5.175,-0.252,9.785,9.75,8.447,4.216,-2.436,22081.0,204.0,204.0,204.0,0.0,8.477,4.231,2.556
0.082,5.175,-0.241,9.712,9.808,8.521,4.253,-2.344,22081.0,204.0,204.0,204.0,0.0,8.438,4.211,2.679
0.082,5.175,-0.231,9.585,9.503,8.277,4.131,-2.175,22081.0,204.0,204.0,204.0,0.0,8.349,4.167,2.806
0.082,5.175,-0.225,9.42,9.384,8.185,4.085,-2.095,22081.0,204.0,204.0,204.0,0.0,8.215,4.101,2.898
0.082,5.178,-0.252,9.784,9.75,8.434,4.241,-2.436,22081.0,204.0,204.0,204.0,0.0,8.464,4.257,2.556
0.082,5.178,-0.241,9.711,9.758,8.465,4.257,-2.332,22081.0,204.0,204.0,204.0,0.0,8.425,4.237,2.679
0.082,5.178,-0.231,9.585,9.585,8.336,4.192,-2.194,22081.0,204.0,204.0,204.0,0.0,8.336,4.192,2.806
0.082,5.178,-0.225,9.337,9.354,8.146,4.097,-2.088,22081.0,204.0,204.0,204.0,0.0,8.131,4.089,2.916
0.082,5.178,-0.216,9.411,9.437,8.235,4.141,-2.022,22081.0,204.0,204.0,204.0,0.0,8.212,4.13,2.984
0.082,5.181,-0.262,9.829,9.847,8.484,4.299,-2.551,22081.0,204.0,204.0,204.0,0.0,8.468,4.291,2.454
0.082,5.181,-0.252,9.784,9.799,8.464,4.288,-2.448,22081.0,204.0,204.0,204.0,0.0,8.451,4.282,2.556
0.082,5.181,-0.241,9.711,9.809,8.496,4.305,-2.344,22081.0,204.0,204.0,204.0,0.0,8.411,4.262,2.679
0.082,5.181,-0.231,9.584,9.533,8.278,4.194,-2.182,22081.0,204.0,204.0,204.0,0.0,8.322,4.217,2.807
0.082,5.181,-0.225,9.256,9.193,7.994,4.05,-2.052,22081.0,204.0,204.0,204.0,0.0,8.048,4.078,2.934
0.082,5.181,-0.216,9.293,9.374,8.167,4.138,-2.008,22081.0,204.0,204.0,204.0,0.0,8.097,4.103,3.009
0.083,5.184,-0.252,9.783,9.756,8.414,4.295,-2.437,22081.0,204.0,204.0,204.0,0.0,8.437,4.307,2.556
0.083,5.184,-0.241,9.709,9.848,8.517,4.348,-2.354,22081.0,204.0,204.0,204.0,0.0,8.397,4.287,2.679
0.083,5.184,-0.231,9.582,9.57,8.297,4.235,-2.19,22081.0,204.0,204.0,204.0,0.0,8.308,4.241,2.807
0.083,5.184,-0.225,9.159,9.14,7.935,4.051,-2.04,22081.0,204.0,204.0,204.0,0.0,7.952,4.059,2.956
0.083,5.184,-0.216,9.207,9.235,8.035,4.101,-1.979,22081.0,204.0,204.0,204.0,0.0,8.01,4.089,3.027
0.083,5.187,-0.252,9.78,9.781,8.422,4.331,-2.443,22081.0,204.0,204.0,204.0,0.0,8.422,4.331,2.557
0.083,5.187,-0.241,9.707,9.839,8.496,4.37,-2.352,22081.0,204.0,204.0,204.0,0.0,8.382,4.311,2.68
0.083,5.187,-0.231,9.577,9.503,8.227,4.231,-2.175,22081.0,204.0,204.0,204.0,0.0,8.291,4.264,2.808
0.083,5.187,-0.225,8.933,8.912,7.725,3.973,-1.989,22081.0,204.0,204.0,204.0,0.0,7.744,3.983,3.0060000000000002
0.083,5.187,-0.216,9.144,9.157,7.954,4.091,-1.962,22081.0,204.0,204.0,204.0,0.0,7.943,4.085,3.041
0.083,5.19,-0.434,5.267,5.122,4.126,2.138,-2.156,22081.0,22.0,47.0,204.0,0.0,4.242,2.198,2.783
0.083,5.19,-0.225,8.699,8.681,7.514,3.893,-1.938,22081.0,204.0,204.0,204.0,0.0,7.529,3.901,3.059
0.083,5.193,-0.395,5.271,5.211,4.265,2.226,-2.004,22081.0,22.0,47.0,204.0,0.0,4.313,2.251,2.973
0.083,5.193,-0.388,5.4,5.374,4.411,2.302,-2.032,22081.0,6.0,6.0,6.0,0.0,4.432,2.313,2.958
0.083,5.193,-0.38,5.876,5.864,4.828,2.52,-2.172,22081.0,22.0,47.0,204.0,0.0,4.838,2.525,2.823
0.083,5.193,-0.37,6.202,6.348,5.247,2.739,-2.295,22081.0,22.0,47.0,204.0,0.0,5.126,2.676,2.758
0.083,5.193,-0.434,4.378,4.335,3.486,1.82,-1.825,22081.0,22.0,47.0,204.0,0.0,3.521,1.838,3.157
0.083,5.193,-0.423,4.603,4.755,3.843,2.006,-1.954,22081.0,22.0,47.0,204.0,0.0,3.72,1.942,3.109
0.083,5.193,-0.361,6.45,6.387,5.298,2.765,-2.254,22081.0,22.0,47.0,204.0,0.0,5.35,2.793,2.724
