timestamp,yaw,pitch,distance,distance_noise,x,y,z,x_noise,y_noise,z_noise,object_id,color,color,color,id
0.082,5.148,-0.124,16.677,16.689,15.001,6.986,-2.065,15.013,6.991,-2.067,22081.0,204.0,204.0,204.0,0.0
0.082,5.148,-0.119,16.681,16.723,15.015,6.992,-1.983,15.052,7.009,-1.988,22081.0,204.0,204.0,204.0,0.0
0.082,5.148,-0.113,16.699,16.651,15.041,7.004,-1.888,14.998,6.984,-1.882,22081.0,204.0,204.0,204.0,0.0
0.082,5.148,-0.106,16.719,16.754,15.071,7.018,-1.776,15.102,7.032,-1.78,22081.0,204.0,204.0,204.0,0.0
0.082,5.148,-0.149,16.718,16.774,14.988,6.979,-2.479,15.038,7.003,-2.487,22081.0,204.0,204.0,204.0,0.0
0.082,5.148,-0.142,16.703,16.703,14.988,6.979,-2.371,14.989,6.98,-2.371,22081.0,204.0,204.0,204.0,0.0
0.082,5.148,-0.102,16.734,16.799,15.091,7.027,-1.703,15.15,7.055,-1.71,22081.0,204.0,204.0,204.0,0.0
0.082,5.148,-0.137,16.692,16.691,14.99,6.98,-2.28,14.989,6.98,-2.28,22081.0,204.0,204.0,204.0,0.0
0.082,5.148,-0.131,16.683,16.671,14.993,6.982,-2.186,14.983,6.977,-2.184,22081.0,204.0,204.0,204.0,0.0
0.082,5.148,-0.198,16.905,16.797,15.025,6.997,-3.327,14.929,6.952,-3.306,22081.0,72.0,204.0,204.0,0.0
0.082,5.148,-0.188,16.85,16.918,15.006,6.988,-3.151,15.066,7.016,-3.163,22081.0,72.0,204.0,204.0,0.0
0.082,5.148,-0.18,16.814,16.875,14.995,6.982,-3.016,15.049,7.008,-3.027,22081.0,72.0,204.0,204.0,0.0
0.082,5.148,-0.172,16.78,16.722,14.988,6.979,-2.866,14.936,6.955,-2.856,22081.0,72.0,204.0,204.0,0.0
0.082,5.148,-0.164,16.76,16.638,14.99,6.98,-2.732,14.881,6.93,-2.712,22081.0,204.0,204.0,204.0,0.0
0.082,5.148,-0.155,16.735,16.672,14.989,6.98,-2.586,14.932,6.953,-2.576,22081.0,204.0,204.0,204.0,0.0
0.082,5.148,-0.216,17.018,17.082,15.069,7.017,-3.646,15.126,7.044,-3.66,22081.0,204.0,204.0,204.0,0.0
0.082,5.148,-0.209,16.958,17.011,15.039,7.003,-3.517,15.086,7.025,-3.528,22081.0,204.0,204.0,204.0,0.0
0.082,5.151,-0.124,16.634,16.668,14.942,7.013,-2.06,14.973,7.027,-2.064,22081.0,204.0,204.0,204.0,0.0
0.082,5.151,-0.119,16.633,16.657,14.95,7.017,-1.977,14.972,7.027,-1.98,22081.0,204.0,204.0,204.0,0.0
0.082,5.151,-0.113,16.634,16.604,14.962,7.022,-1.88,14.934,7.009,-1.877,22081.0,204.0,204.0,204.0,0.0
0.082,5.151,-0.106,16.64,16.703,14.978,7.03,-1.767,15.035,7.056,-1.774,22081.0,204.0,204.0,204.0,0.0
0.082,5.151,-0.149,16.683,16.711,14.936,7.01,-2.474,14.961,7.022,-2.478,22081.0,204.0,204.0,204.0,0.0
0.082,5.151,-0.142,16.667,16.696,14.935,7.01,-2.366,14.961,7.022,-2.37,22081.0,204.0,204.0,204.0,0.0
0.082,5.151,-0.102,16.646,16.633,14.991,7.036,-1.695,14.979,7.03,-1.693,22081.0,204.0,204.0,204.0,0.0
0.082,5.151,-0.095,16.663,16.631,15.016,7.047,-1.589,14.987,7.034,-1.586,22081.0,204.0,204.0,204.0,0.0
0.082,5.151,-0.137,16.654,16.666,14.935,7.01,-2.275,14.946,7.015,-2.277,22081.0,204.0,204.0,204.0,0.0
0.082,5.151,-0.131,16.643,16.643,14.937,7.01,-2.181,14.936,7.01,-2.181,22081.0,204.0,204.0,204.0,0.0
0.082,5.151,-0.088,16.709,16.685,15.067,7.072,-1.472,15.046,7.062,-1.47,22081.0,204.0,204.0,204.0,0.0
0.082,5.151,-0.198,16.829,16.75,14.936,7.01,-3.312,14.866,6.977,-3.297,22081.0,204.0,204.0,204.0,0.0
0.082,5.151,-0.188,16.809,16.808,14.948,7.016,-3.143,14.947,7.015,-3.143,22081.0,72.0,204.0,204.0,0.0
0.082,5.151,-0.18,16.776,16.8,14.94,7.012,-3.01,14.962,7.022,-3.014,22081.0,72.0,204.0,204.0,0.0
0.082,5.151,-0.172,16.745,16.711,14.936,7.01,-2.86,14.905,6.995,-2.854,22081.0,72.0,204.0,204.0,0.0
0.082,5.151,-0.225,17.096,17.005,15.086,7.08,-3.816,15.005,7.043,-3.795,22081.0,204.0,204.0,204.0,0.0
0.082,5.151,-0.164,16.725,16.596,14.938,7.011,-2.726,14.823,6.957,-2.705,22081.0,204.0,204.0,204.0,0.0
0.082,5.151,-0.155,16.7,16.614,14.936,7.01,-2.581,14.86,6.974,-2.567,22081.0,204.0,204.0,204.0,0.0
0.082,5.151,-0.216,16.928,16.935,14.968,7.025,-3.627,14.975,7.028,-3.629,22081.0,204.0,204.0,204.0,0.0
0.082,5.151,-0.209,16.89,16.97,14.958,7.02,-3.503,15.028,7.053,-3.519,22081.0,204.0,204.0,204.0,0.0
0.082,5.154,-0.124,16.616,16.684,14.905,7.05,-2.058,14.965,7.079,-2.066,22081.0,204.0,204.0,204.0,0.0
0.082,5.154,-0.119,16.611,16.625,14.91,7.053,-1.974,14.922,7.059,-1.976,22081.0,204.0,204.0,204.0,0.0
0.082,5.154,-0.113,16.609,16.552,14.918,7.056,-1.878,14.867,7.032,-1.871,22081.0,204.0,204.0,204.0,0.0
0.082,5.154,-0.106,16.61,16.66,14.93,7.062,-1.764,14.975,7.083,-1.77,22081.0,204.0,204.0,204.0,0.0
0.082,5.154,-0.149,16.666,16.649,14.899,7.048,-2.472,14.884,7.041,-2.469,22081.0,204.0,204.0,204.0,0.0
0.082,5.154,-0.142,16.65,16.677,14.898,7.047,-2.364,14.923,7.059,-2.368,22081.0,204.0,204.0,204.0,0.0
0.082,5.154,-0.102,16.615,16.654,14.941,7.068,-1.691,14.977,7.084,-1.695,22081.0,204.0,204.0,204.0,0.0
0.082,5.154,-0.095,16.63,16.652,14.964,7.078,-1.586,14.984,7.088,-1.588,22081.0,204.0,204.0,204.0,0.0
0.082,5.154,-0.137,16.638,16.649,14.899,7.048,-2.273,14.909,7.052,-2.274,22081.0,204.0,204.0,204.0,0.0
0.082,5.154,-0.131,16.628,16.598,14.902,7.049,-2.179,14.874,7.036,-2.175,22081.0,204.0,204.0,204.0,0.0
0.082,5.154,-0.088,16.672,16.595,15.012,7.101,-1.468,14.943,7.068,-1.462,22081.0,204.0,204.0,204.0,0.0
0.082,5.154,-0.084,16.791,16.751,15.125,7.155,-1.404,15.089,7.137,-1.401,22081.0,204.0,204.0,204.0,0.0
0.082,5.154,-0.198,16.819,16.686,14.907,7.051,-3.311,14.788,6.995,-3.284,22081.0,204.0,1.0,0.0,0.0
0.082,5.154,-0.188,16.792,16.824,14.911,7.053,-3.14,14.94,7.067,-3.146,22081.0,72.0,204.0,204.0,0.0
0.082,5.154,-0.18,16.758,16.745,14.903,7.05,-3.006,14.891,7.044,-3.004,22081.0,72.0,204.0,204.0,0.0
0.082,5.154,-0.172,16.728,16.718,14.899,7.048,-2.857,14.891,7.044,-2.856,22081.0,72.0,204.0,204.0,0.0
0.082,5.154,-0.225,17.021,17.002,14.998,7.094,-3.799,14.982,7.087,-3.795,22081.0,204.0,204.0,204.0,0.0
0.082,5.154,-0.164,16.708,16.536,14.901,7.049,-2.723,14.748,6.976,-2.695,22081.0,204.0,204.0,204.0,0.0
0.082,5.154,-0.155,16.683,16.669,14.9,7.048,-2.578,14.887,7.042,-2.576,22081.0,204.0,204.0,204.0,0.0
0.082,5.154,-0.216,16.897,16.912,14.92,7.057,-3.62,14.933,7.064,-3.624,22081.0,204.0,204.0,204.0,0.0
0.082,5.154,-0.209,16.865,16.91,14.914,7.054,-3.498,14.954,7.074,-3.507,22081.0,204.0,204.0,204.0,0.0
0.082,5.157,-0.124,16.599,16.661,14.869,7.088,-2.056,14.923,7.114,-2.063,22081.0,6.0,6.0,6.0,0.0
0.082,5.157,-0.119,16.595,16.575,14.873,7.09,-1.972,14.856,7.082,-1.97,22081.0,6.0,6.0,6.0,0.0
0.082,5.157,-0.113,16.592,16.477,14.881,7.094,-1.876,14.778,7.045,-1.863,22081.0,6.0,6.0,6.0,0.0
0.082,5.157,-0.106,16.594,16.692,14.894,7.1,-1.763,14.983,7.142,-1.773,22081.0,6.0,6.0,6.0,0.0
0.082,5.157,-0.149,16.653,16.663,14.866,7.087,-2.47,14.875,7.091,-2.471,22081.0,204.0,204.0,204.0,0.0
0.082,5.157,-0.142,16.636,16.662,14.865,7.086,-2.362,14.888,7.098,-2.365,22081.0,204.0,204.0,204.0,0.0
0.082,5.157,-0.102,16.599,16.603,14.905,7.106,-1.69,14.91,7.108,-1.69,22081.0,6.0,6.0,6.0,0.0
0.082,5.157,-0.095,16.614,16.651,14.929,7.117,-1.584,14.962,7.132,-1.588,22081.0,6.0,6.0,6.0,0.0
