timestamp,yaw,pitch,distance,distance_noise,x_noise,y_noise,z_noise,object_id,color,color.1,color.2,id,x,y,z
0.079,4.961,-0.434,3.452,3.388,2.978,0.757,-1.426,22081.0,204.0,204.0,204.0,0.0,3.035,0.771,3.5469999999999997
0.079,4.964,-0.434,3.379,3.356,2.948,0.759,-1.413,22081.0,204.0,204.0,204.0,0.0,2.969,0.764,3.5780000000000003
0.079,4.967,-0.434,3.361,3.247,2.85,0.742,-1.367,22081.0,204.0,204.0,204.0,0.0,2.95,0.769,3.585
0.079,4.97,-0.434,3.342,3.314,2.907,0.767,-1.395,22081.0,204.0,204.0,204.0,0.0,2.932,0.773,3.593
0.079,4.97,-0.423,3.467,3.541,3.121,0.823,-1.455,22081.0,204.0,204.0,204.0,0.0,3.056,0.806,3.575
0.079,4.973,-0.434,3.324,3.203,2.807,0.749,-1.348,22081.0,204.0,204.0,204.0,0.0,2.913,0.778,3.601
0.079,4.973,-0.423,3.448,3.496,3.079,0.822,-1.436,22081.0,204.0,204.0,204.0,0.0,3.037,0.811,3.583
0.079,4.973,-0.414,3.654,3.684,3.258,0.87,-1.483,22081.0,204.0,204.0,204.0,0.0,3.232,0.863,3.529
0.079,4.976,-0.434,3.306,3.225,2.824,0.763,-1.358,22081.0,204.0,204.0,204.0,0.0,2.895,0.782,3.608
0.079,4.976,-0.423,3.428,3.518,3.096,0.836,-1.445,22081.0,204.0,204.0,204.0,0.0,3.017,0.815,3.591
0.079,4.976,-0.414,3.536,3.54,3.128,0.845,-1.425,22081.0,204.0,204.0,204.0,0.0,3.124,0.844,3.576
0.079,4.979,-0.434,3.3,3.169,2.773,0.758,-1.334,22081.0,204.0,204.0,204.0,0.0,2.887,0.79,3.6109999999999998
0.079,4.979,-0.423,3.409,3.476,3.057,0.836,-1.428,22081.0,204.0,204.0,204.0,0.0,2.998,0.82,3.599
0.079,4.979,-0.414,3.515,3.542,3.128,0.855,-1.426,22081.0,204.0,204.0,204.0,0.0,3.104,0.849,3.584
0.079,4.982,-0.434,3.295,3.229,2.823,0.781,-1.359,22081.0,204.0,204.0,204.0,0.0,2.881,0.797,3.613
0.079,4.982,-0.423,3.39,3.491,3.067,0.849,-1.434,22081.0,204.0,204.0,204.0,0.0,2.978,0.824,3.607
0.079,4.982,-0.414,3.495,3.556,3.137,0.868,-1.432,22081.0,204.0,204.0,204.0,0.0,3.083,0.853,3.593
0.079,4.982,-0.403,3.661,3.713,3.292,0.911,-1.455,22081.0,204.0,204.0,204.0,0.0,3.246,0.898,3.566
0.079,4.985,-0.434,3.29,3.183,2.78,0.778,-1.34,22081.0,204.0,204.0,204.0,0.0,2.874,0.804,3.615
0.079,4.985,-0.423,3.381,3.476,3.051,0.854,-1.428,22081.0,204.0,204.0,204.0,0.0,2.968,0.831,3.6109999999999998
0.079,4.985,-0.414,3.475,3.487,3.073,0.86,-1.404,22081.0,204.0,204.0,204.0,0.0,3.063,0.857,3.601
0.079,4.985,-0.403,3.622,3.662,3.245,0.908,-1.435,22081.0,204.0,204.0,204.0,0.0,3.209,0.898,3.581
0.079,4.988,-0.395,3.702,3.666,3.256,0.922,-1.41,22081.0,204.0,204.0,204.0,0.0,3.288,0.931,3.576
0.079,4.988,-0.434,3.285,3.231,2.82,0.798,-1.36,22081.0,204.0,204.0,204.0,0.0,2.867,0.812,3.617
0.079,4.988,-0.423,3.375,3.489,3.06,0.867,-1.434,22081.0,204.0,204.0,204.0,0.0,2.961,0.838,3.613
0.079,4.988,-0.414,3.454,3.497,3.079,0.872,-1.408,22081.0,204.0,204.0,204.0,0.0,3.042,0.862,3.609
0.079,4.988,-0.403,3.6,3.639,3.222,0.912,-1.426,22081.0,204.0,204.0,204.0,0.0,3.187,0.902,3.59
0.079,4.991,-0.395,3.68,3.649,3.239,0.928,-1.404,22081.0,204.0,204.0,204.0,0.0,3.265,0.935,3.585
0.079,4.991,-0.388,3.802,3.801,3.383,0.969,-1.437,22081.0,204.0,204.0,204.0,0.0,3.383,0.969,3.5629999999999997
