timestamp,yaw,pitch,distance,distance_noise,x_noise,y_noise,z_noise,object_id,color,color.1,color.2,id,x,y,z
0.079,4.958,-0.434,3.352,3.287,2.892,0.725,-1.384,22081.0,204.0,204.0,204.0,0.0,2.949,0.74,3.589
0.079,4.961,-0.434,3.331,3.261,2.867,0.728,-1.373,22081.0,204.0,204.0,204.0,0.0,2.928,0.744,3.598
0.079,4.964,-0.434,3.31,3.204,2.814,0.724,-1.348,22081.0,204.0,204.0,204.0,0.0,2.908,0.748,3.607
0.079,4.964,-0.423,3.543,3.582,3.163,0.814,-1.472,22081.0,204.0,204.0,204.0,0.0,3.129,0.805,3.544
0.079,4.967,-0.434,3.289,3.204,2.812,0.733,-1.349,22081.0,204.0,204.0,204.0,0.0,2.887,0.752,3.615
0.079,4.967,-0.423,3.419,3.519,3.105,0.809,-1.446,22081.0,204.0,204.0,204.0,0.0,3.016,0.786,3.5949999999999998
0.079,4.97,-0.434,3.268,3.165,2.776,0.732,-1.332,22081.0,204.0,204.0,204.0,0.0,2.866,0.756,3.624
0.079,4.97,-0.423,3.397,3.432,3.025,0.798,-1.41,22081.0,204.0,204.0,204.0,0.0,2.995,0.79,3.604
0.079,4.97,-0.414,3.605,3.605,3.191,0.841,-1.452,22081.0,204.0,204.0,204.0,0.0,3.19,0.841,3.548
0.079,4.973,-0.434,3.256,3.176,2.784,0.743,-1.337,22081.0,204.0,204.0,204.0,0.0,2.854,0.762,3.629
0.079,4.973,-0.423,3.375,3.446,3.035,0.81,-1.416,22081.0,204.0,204.0,204.0,0.0,2.972,0.794,3.613
0.079,4.973,-0.414,3.487,3.498,3.094,0.826,-1.409,22081.0,204.0,204.0,204.0,0.0,3.083,0.823,3.596
0.079,4.976,-0.434,3.251,3.178,2.783,0.752,-1.338,22081.0,204.0,204.0,204.0,0.0,2.846,0.769,3.6319999999999997
0.079,4.976,-0.423,3.352,3.46,3.045,0.823,-1.422,22081.0,204.0,204.0,204.0,0.0,2.95,0.797,3.622
0.079,4.976,-0.414,3.464,3.518,3.109,0.84,-1.417,22081.0,204.0,204.0,204.0,0.0,3.061,0.827,3.605
0.079,4.979,-0.434,3.043,2.926,2.56,0.7,-1.232,22081.0,204.0,204.0,204.0,0.0,2.663,0.728,3.7190000000000003
