timestamp,yaw,pitch,distance,distance_noise,x_noise,y_noise,z_noise,object_id,color,color.1,color.2,id,x,y,z
0.029,1.828,-0.434,5.089,5.018,-4.403,-1.156,-2.112,22081.0,204.0,204.0,204.0,0.0,-4.465,-1.173,2.858
0.029,1.831,-0.434,5.032,4.931,-4.323,-1.149,-2.076,22081.0,204.0,204.0,204.0,0.0,-4.412,-1.173,2.882
0.029,1.834,-0.434,5.005,4.922,-4.311,-1.16,-2.072,22081.0,204.0,204.0,204.0,0.0,-4.384,-1.18,2.893
0.029,1.837,-0.434,4.977,4.852,-4.246,-1.156,-2.042,22081.0,204.0,204.0,204.0,0.0,-4.356,-1.186,2.905
0.029,1.837,-0.423,5.167,5.242,-4.611,-1.256,-2.154,22081.0,204.0,204.0,204.0,0.0,-4.545,-1.238,2.877
0.029,1.84,-0.434,4.965,4.886,-4.272,-1.177,-2.057,22081.0,204.0,204.0,204.0,0.0,-4.341,-1.197,2.91
0.029,1.84,-0.423,5.137,5.205,-4.574,-1.261,-2.139,22081.0,204.0,204.0,204.0,0.0,-4.515,-1.244,2.889
0.029,1.843,-0.434,4.957,4.942,-4.318,-1.204,-2.08,22081.0,204.0,204.0,204.0,0.0,-4.331,-1.208,2.914
0.029,1.843,-0.423,5.108,5.214,-4.579,-1.277,-2.143,22081.0,204.0,204.0,204.0,0.0,-4.486,-1.251,2.901
0.029,1.843,-0.414,5.272,5.297,-4.671,-1.302,-2.133,22081.0,204.0,204.0,204.0,0.0,-4.648,-1.296,2.877
0.029,1.846,-0.434,4.949,4.858,-4.241,-1.196,-2.045,22081.0,204.0,204.0,204.0,0.0,-4.321,-1.219,2.917
0.029,1.846,-0.423,5.089,5.148,-4.517,-1.274,-2.115,22081.0,204.0,204.0,204.0,0.0,-4.465,-1.26,2.909
0.029,1.846,-0.414,5.241,5.275,-4.647,-1.311,-2.124,22081.0,204.0,204.0,204.0,0.0,-4.617,-1.302,2.89
0.029,1.849,-0.434,4.941,4.803,-4.189,-1.195,-2.022,22081.0,204.0,204.0,204.0,0.0,-4.31,-1.23,2.92
0.029,1.849,-0.423,5.081,5.214,-4.571,-1.304,-2.143,22081.0,204.0,204.0,204.0,0.0,-4.454,-1.271,2.912
0.029,1.849,-0.414,5.211,5.265,-4.634,-1.322,-2.12,22081.0,204.0,204.0,204.0,0.0,-4.586,-1.309,2.902
0.029,1.849,-0.403,5.436,5.473,-4.842,-1.382,-2.144,22081.0,204.0,204.0,204.0,0.0,-4.809,-1.372,2.87
0.029,1.852,-0.434,4.933,4.88,-4.253,-1.228,-2.054,22081.0,204.0,204.0,204.0,0.0,-4.299,-1.241,2.923
0.029,1.852,-0.423,5.072,5.168,-4.527,-1.306,-2.124,22081.0,204.0,204.0,204.0,0.0,-4.443,-1.282,2.916
0.029,1.852,-0.414,5.193,5.252,-4.619,-1.333,-2.115,22081.0,204.0,204.0,204.0,0.0,-4.567,-1.318,2.909
0.029,1.852,-0.403,5.403,5.488,-4.851,-1.4,-2.15,22081.0,204.0,204.0,204.0,0.0,-4.777,-1.379,2.883
0.03,1.855,-0.395,5.526,5.489,-4.864,-1.42,-2.111,22081.0,204.0,204.0,204.0,0.0,-4.897,-1.429,2.875
0.03,1.855,-0.434,4.926,4.828,-4.204,-1.227,-2.032,22081.0,204.0,204.0,204.0,0.0,-4.289,-1.252,2.927
0.03,1.855,-0.423,5.064,5.117,-4.478,-1.307,-2.103,22081.0,204.0,204.0,204.0,0.0,-4.432,-1.294,2.919
0.03,1.855,-0.414,5.185,5.185,-4.556,-1.33,-2.088,22081.0,204.0,204.0,204.0,0.0,-4.556,-1.33,2.912
0.03,1.855,-0.403,5.371,5.401,-4.771,-1.392,-2.116,22081.0,204.0,204.0,204.0,0.0,-4.744,-1.385,2.896
0.03,1.858,-0.395,5.492,5.463,-4.837,-1.428,-2.101,22081.0,204.0,204.0,204.0,0.0,-4.863,-1.435,2.888
