timestamp,yaw,pitch,distance,distance_noise,x_noise,y_noise,z_noise,object_id,color,color.1,color.2,id,x,y,z
0.03,1.882,-0.434,5.078,5.044,-4.356,-1.401,-2.123,22081.0,204.0,204.0,204.0,0.0,-4.385,-1.41,2.862
0.03,1.885,-0.434,5.028,4.93,-4.253,-1.382,-2.075,22081.0,204.0,204.0,204.0,0.0,-4.338,-1.409,2.884
0.03,1.888,-0.434,5.002,4.927,-4.246,-1.394,-2.074,22081.0,204.0,204.0,204.0,0.0,-4.311,-1.415,2.895
0.03,1.888,-0.423,5.18,5.259,-4.555,-1.495,-2.161,22081.0,204.0,204.0,204.0,0.0,-4.487,-1.473,2.871
0.03,1.891,-0.434,4.975,4.877,-4.199,-1.393,-2.053,22081.0,204.0,204.0,204.0,0.0,-4.284,-1.421,2.906
0.03,1.891,-0.423,5.146,5.223,-4.519,-1.499,-2.146,22081.0,204.0,204.0,204.0,0.0,-4.453,-1.477,2.885
0.03,1.891,-0.414,5.364,5.405,-4.696,-1.557,-2.176,22081.0,204.0,204.0,204.0,0.0,-4.661,-1.545,2.84
0.03,1.894,-0.434,4.957,4.839,-4.162,-1.394,-2.037,22081.0,204.0,204.0,204.0,0.0,-4.264,-1.428,2.913
0.03,1.894,-0.423,5.118,5.197,-4.493,-1.505,-2.136,22081.0,204.0,204.0,204.0,0.0,-4.425,-1.482,2.897
0.03,1.894,-0.414,5.266,5.271,-4.575,-1.533,-2.123,22081.0,204.0,204.0,204.0,0.0,-4.571,-1.531,2.879
0.03,1.897,-0.434,4.949,4.882,-4.195,-1.419,-2.055,22081.0,204.0,204.0,204.0,0.0,-4.253,-1.439,2.917
0.03,1.897,-0.423,5.091,5.123,-4.424,-1.497,-2.105,22081.0,204.0,204.0,204.0,0.0,-4.396,-1.487,2.908
0.03,1.897,-0.414,5.237,5.218,-4.525,-1.531,-2.101,22081.0,204.0,204.0,204.0,0.0,-4.541,-1.536,2.891
0.03,1.897,-0.403,5.509,5.579,-4.862,-1.645,-2.186,22081.0,204.0,204.0,204.0,0.0,-4.802,-1.624,2.842
0.03,1.9,-0.434,4.942,4.844,-4.158,-1.421,-2.039,22081.0,204.0,204.0,204.0,0.0,-4.242,-1.449,2.92
0.03,1.9,-0.423,5.077,5.133,-4.428,-1.513,-2.109,22081.0,204.0,204.0,204.0,0.0,-4.38,-1.496,2.914
0.03,1.9,-0.414,5.208,5.273,-4.567,-1.561,-2.123,22081.0,204.0,204.0,204.0,0.0,-4.511,-1.541,2.903
0.03,1.9,-0.403,5.412,5.511,-4.798,-1.639,-2.159,22081.0,204.0,204.0,204.0,0.0,-4.712,-1.61,2.88
0.03,1.903,-0.395,5.522,5.517,-4.814,-1.661,-2.122,22081.0,204.0,204.0,204.0,0.0,-4.819,-1.663,2.876
0.03,1.903,-0.434,4.934,4.881,-4.186,-1.444,-2.055,22081.0,204.0,204.0,204.0,0.0,-4.231,-1.46,2.923
0.03,1.903,-0.423,5.069,5.141,-4.431,-1.529,-2.113,22081.0,204.0,204.0,204.0,0.0,-4.368,-1.507,2.917
0.03,1.903,-0.414,5.185,5.219,-4.516,-1.558,-2.102,22081.0,204.0,204.0,204.0,0.0,-4.487,-1.548,2.912
0.03,1.903,-0.403,5.381,5.441,-4.732,-1.633,-2.132,22081.0,204.0,204.0,204.0,0.0,-4.68,-1.615,2.892
0.03,1.906,-0.395,5.49,5.473,-4.77,-1.662,-2.105,22081.0,204.0,204.0,204.0,0.0,-4.786,-1.668,2.888
0.03,1.906,-0.388,5.621,5.611,-4.905,-1.709,-2.122,22081.0,204.0,204.0,204.0,0.0,-4.914,-1.712,2.875
0.03,1.906,-0.434,4.926,4.78,-4.095,-1.427,-2.012,22081.0,204.0,204.0,204.0,0.0,-4.219,-1.47,2.927
0.03,1.906,-0.423,5.06,5.116,-4.404,-1.535,-2.102,22081.0,204.0,204.0,204.0,0.0,-4.356,-1.518,2.921
0.03,1.906,-0.414,5.177,5.285,-4.568,-1.592,-2.128,22081.0,204.0,204.0,204.0,0.0,-4.475,-1.559,2.915
0.03,1.906,-0.403,5.351,5.422,-4.711,-1.641,-2.124,22081.0,204.0,204.0,204.0,0.0,-4.649,-1.62,2.904
0.03,1.909,-0.395,5.458,5.428,-4.727,-1.663,-2.088,22081.0,204.0,204.0,204.0,0.0,-4.753,-1.672,2.901
0.03,1.909,-0.388,5.588,5.582,-4.874,-1.715,-2.111,22081.0,204.0,204.0,204.0,0.0,-4.88,-1.717,2.887
0.03,1.909,-0.38,5.785,5.803,-5.085,-1.789,-2.15,22081.0,204.0,204.0,204.0,0.0,-5.069,-1.783,2.857
0.03,1.909,-0.434,4.918,4.85,-4.15,-1.46,-2.041,22081.0,204.0,204.0,204.0,0.0,-4.208,-1.481,2.93
0.03,1.909,-0.423,5.052,5.109,-4.394,-1.546,-2.1,22081.0,204.0,204.0,204.0,0.0,-4.345,-1.529,2.924
0.03,1.909,-0.414,5.168,5.174,-4.468,-1.572,-2.084,22081.0,204.0,204.0,204.0,0.0,-4.462,-1.57,2.919
0.03,1.909,-0.403,5.329,5.436,-4.718,-1.66,-2.13,22081.0,204.0,204.0,204.0,0.0,-4.625,-1.627,2.912
0.03,1.912,-0.395,5.432,5.399,-4.697,-1.668,-2.076,22081.0,204.0,204.0,204.0,0.0,-4.725,-1.678,2.911
